Nama_Daerah,HLS,PPM,IPM,AHHL,AHHP,kategori
Takalar,12.48,8.25,68.31,65.47,69.6,Perlu Pembangunan
Sinjai,13.25,8.8,68.33,65.63,69.58,Perlu Pembangunan
Pangkajene dan Kepulauan,12.78,13.92,69.79,65.02,69.05,Perlu Pembangunan
Bone,12.99,10.58,67.01,65.35,69.51,Perlu Pembangunan
Soppeng,13.2,7.49,69.7,68.27,71.99,Perlu Pembangunan
Tana Toraja,13.87,12.18,69.88,71.77,75.54,Perlu Pembangunan
Buton,13.87,13.27,67.23,66.27,70.67,Perlu Pembangunan
Muna,14.01,13.41,69.61,68.27,72.6,Perlu Pembangunan
Konawe Selatan,12.59,11.08,69.36,68.83,73.1,Perlu Pembangunan
Bombana,11.89,10.26,66.81,67.02,71.42,Perlu Pembangunan
Buton Utara,12.99,14.26,69.0,68.86,73.07,Perlu Pembangunan
Kolaka Timur,12.69,13.57,68.73,70.82,75.09,Perlu Pembangunan
Konawe Kepulauan,12.53,16.15,66.69,66.31,70.61,Perlu Pembangunan
Muna Barat,12.61,13.85,66.21,68.25,72.48,Perlu Pembangunan
Buton Tengah,13.18,14.9,65.29,65.62,69.82,Perlu Pembangunan
Buton Selatan,13.25,14.41,65.44,65.59,69.79,Perlu Pembangunan
GORONTALO,13.12,15.42,69.81,66.56,70.53,Perlu Pembangunan
Boalemo,12.46,18.74,67.27,67.66,71.57,Perlu Pembangunan
Gorontalo,13.19,17.71,68.28,65.63,69.88,Perlu Pembangunan
Pohuwato,12.39,17.87,66.53,62.69,66.51,Perlu Pembangunan
Gorontalo Utara,12.47,17.24,66.01,64.3,68.17,Perlu Pembangunan
SULAWESI BARAT,12.87,11.75,66.92,63.74,67.6,Perlu Pembangunan
Majene,13.63,15.13,67.84,60.22,63.94,Perlu Pembangunan
Polewali Mandar,13.39,16.39,64.79,60.89,64.72,Perlu Pembangunan
Mamasa,12.53,14.51,67.21,69.25,73.12,Perlu Pembangunan
Mamuju,13.25,7.63,68.88,66.13,70.17,Perlu Pembangunan
Mamuju Utara / Pasangkayu,12.06,5.09,68.61,64.92,68.73,Perlu Pembangunan
Mamuju Tengah,12.65,7.17,66.89,66.88,70.94,Perlu Pembangunan
Maluku Tenggara Barat / Kepulauan Tanimbar,12.32,23.88,63.45,61.73,65.59,Perlu Pembangunan
Maluku Tenggara,12.89,21.19,66.88,63.43,67.33,Perlu Pembangunan
Buru,13.22,15.82,69.94,64.65,68.6,Perlu Pembangunan
Kepulauan Aru,12.33,23.51,64.21,61.27,65.12,Perlu Pembangunan
Seram Bagian Barat,13.58,22.25,66.67,60.18,64.06,Perlu Pembangunan
Seram Bagian Timur,12.9,20.73,65.05,58.06,61.8,Perlu Pembangunan
Maluku Barat Daya,12.52,27.64,63.07,60.98,64.84,Perlu Pembangunan
Buru Selatan,12.83,14.75,65.37,64.65,68.63,Perlu Pembangunan
Kota Tual,13.99,20.56,68.6,64.14,68.05,Perlu Pembangunan
MALUKU UTARA,13.73,6.23,69.47,66.84,70.79,Perlu Pembangunan
Halmahera Barat,13.23,8.43,66.2,64.63,68.54,Perlu Pembangunan
Halmahera Tengah,13.22,12.0,66.49,62.5,66.48,Perlu Pembangunan
Kepulauan Sula,12.96,7.64,64.7,61.68,65.55,Perlu Pembangunan
Halmahera Selatan,12.97,4.99,65.06,64.22,68.09,Perlu Pembangunan
Halmahera Utara,13.67,4.58,68.38,67.82,71.84,Perlu Pembangunan
Halmahera Timur,12.86,13.14,67.93,67.51,71.44,Perlu Pembangunan
Pulau Morotai,12.97,5.42,63.8,65.65,69.66,Perlu Pembangunan
Pulau Taliabu,12.86,6.88,61.64,60.56,64.37,Perlu Pembangunan
PAPUA BARAT,13.21,21.33,65.89,64.54,68.44,Perlu Pembangunan
Fakfak,14.64,22.06,69.12,66.74,70.72,Perlu Pembangunan
Kaimana,12.49,15.29,66.11,63.28,67.23,Perlu Pembangunan
Teluk Wondama,11.69,30.06,60.87,58.68,62.44,Perlu Pembangunan
Teluk Bintuni,12.43,29.73,65.27,59.48,63.28,Perlu Pembangunan
Sorong Selatan,13.27,18.48,63.08,64.68,68.7,Perlu Pembangunan
Sorong,13.91,27.58,66.69,64.55,68.57,Perlu Pembangunan
Raja Ampat,12.1,17.32,64.65,63.11,67.1,Perlu Pembangunan
Maybrat,13.48,31.14,60.49,63.46,67.54,Perlu Pembangunan
Manokwari Selatan,12.37,28.55,60.68,65.83,69.77,Perlu Pembangunan
PAPUA,11.14,26.56,61.39,64.34,68.16,Perlu Pembangunan
Nabire,12.44,,69.91,66.05,70.41,Perlu Pembangunan
Kepulauan Yapen,12.8,26.15,68.41,67.09,71.39,Perlu Pembangunan
Boven Digoel,11.27,20.04,62.52,58.97,62.56,Perlu Pembangunan
Sarmi,12.32,13.76,64.86,64.79,68.69,Perlu Pembangunan
Keerom,12.45,15.77,67.24,64.86,69.03,Perlu Pembangunan
Waropen,12.83,30.22,65.67,64.7,68.64,Perlu Pembangunan
Supiori,13.18,37.7,63.65,64.39,68.33,Perlu Pembangunan
Region_549,15.33,8.36,69.72,61.09,54.0,Perlu Pembangunan
Region_553,7.73,9.22,63.9,79.91,67.85,Perlu Pembangunan
Region_558,9.37,24.42,68.37,79.25,72.39,Perlu Pembangunan
Region_559,7.66,34.1,68.46,56.8,74.27,Perlu Pembangunan
Region_560,8.02,16.35,64.15,66.86,64.46,Perlu Pembangunan
Region_569,16.07,29.55,68.67,79.63,73.57,Perlu Pembangunan
Region_573,5.92,35.4,63.66,63.93,60.48,Perlu Pembangunan
Region_580,8.2,16.46,62.57,67.72,73.0,Perlu Pembangunan
Region_581,18.61,31.16,63.65,64.05,66.89,Perlu Pembangunan
Region_589,5.48,30.02,68.69,70.63,69.85,Perlu Pembangunan
Region_593,16.64,9.7,66.62,70.01,61.43,Perlu Pembangunan
Region_601,7.98,33.32,68.19,78.35,70.12,Perlu Pembangunan
Region_602,9.92,15.52,66.39,72.44,70.38,Perlu Pembangunan
Region_607,18.55,10.46,65.02,65.48,74.07,Perlu Pembangunan
Region_612,9.85,20.65,65.74,71.71,54.41,Perlu Pembangunan
Region_616,16.07,40.56,69.08,78.44,54.61,Perlu Pembangunan
Region_644,9.68,40.07,68.76,67.85,63.5,Perlu Pembangunan
Region_653,6.48,12.77,69.44,78.02,58.06,Perlu Pembangunan
Region_689,4.35,19.96,68.9,54.29,64.53,Perlu Pembangunan
Region_710,18.92,41.61,64.54,54.68,57.99,Perlu Pembangunan
Region_715,19.87,26.88,66.5,57.61,69.35,Perlu Pembangunan
Region_732,10.14,40.98,63.13,70.52,76.41,Perlu Pembangunan
Region_733,14.52,32.41,63.4,77.72,65.64,Perlu Pembangunan
Region_734,15.21,21.7,68.25,79.68,76.86,Perlu Pembangunan
Region_738,4.53,25.67,66.73,60.49,74.53,Perlu Pembangunan
Region_744,16.36,27.93,65.85,53.37,71.94,Perlu Pembangunan
Region_746,13.47,3.35,67.43,68.74,56.97,Perlu Pembangunan
Region_748,15.06,27.3,66.78,69.13,65.62,Perlu Pembangunan
Region_754,9.14,3.89,65.25,71.28,67.41,Perlu Pembangunan
Region_755,16.25,8.38,69.65,71.78,54.08,Perlu Pembangunan
Region_756,19.96,37.3,60.56,62.31,70.86,Perlu Pembangunan
Region_759,16.73,16.45,68.78,57.75,64.4,Perlu Pembangunan
Region_762,13.45,9.67,66.55,60.21,70.83,Perlu Pembangunan
Region_766,7.17,23.4,69.82,55.29,59.7,Perlu Pembangunan
Region_769,17.69,9.54,68.96,74.84,71.68,Perlu Pembangunan
Region_773,12.46,30.79,61.71,73.35,56.14,Perlu Pembangunan
Region_777,15.9,12.76,61.13,68.33,75.41,Perlu Pembangunan
Region_779,4.1,14.82,69.26,67.8,70.01,Perlu Pembangunan
Region_784,9.83,6.2,61.23,74.11,78.38,Perlu Pembangunan
Region_785,12.3,5.74,62.51,56.72,61.62,Perlu Pembangunan
Region_788,5.07,13.62,63.12,56.18,73.96,Perlu Pembangunan
Region_791,11.78,15.16,60.34,73.41,56.29,Perlu Pembangunan
Region_795,12.38,5.88,66.2,73.75,57.72,Perlu Pembangunan
Region_796,15.44,44.68,62.1,66.87,75.6,Perlu Pembangunan
Region_797,13.37,10.23,65.07,70.03,68.68,Perlu Pembangunan
Region_805,13.53,37.11,63.99,68.11,74.52,Perlu Pembangunan
Region_811,15.55,13.47,62.37,71.45,79.32,Perlu Pembangunan
Region_816,19.74,15.89,66.62,67.09,57.2,Perlu Pembangunan
Region_825,15.8,18.69,67.42,61.38,60.7,Perlu Pembangunan
Region_840,6.83,39.83,65.55,66.83,79.65,Perlu Pembangunan
Region_842,19.5,6.14,60.51,76.67,64.78,Perlu Pembangunan
Region_849,14.72,32.68,62.58,79.56,69.26,Perlu Pembangunan
Region_860,4.44,22.65,64.53,65.34,67.97,Perlu Pembangunan
Region_861,9.74,39.23,61.11,58.44,73.07,Perlu Pembangunan
Region_874,13.32,8.28,67.01,74.89,74.02,Perlu Pembangunan
Region_877,15.55,14.55,67.51,66.01,66.3,Perlu Pembangunan
Region_883,5.99,6.95,67.4,75.91,76.57,Perlu Pembangunan
Region_891,17.06,35.17,64.2,56.91,72.61,Perlu Pembangunan
Region_902,8.74,16.71,65.38,74.08,74.4,Perlu Pembangunan
Region_910,16.52,19.24,65.4,60.32,78.33,Perlu Pembangunan
Region_912,8.81,32.13,61.63,53.11,66.86,Perlu Pembangunan
Region_913,17.93,33.58,65.26,77.88,68.95,Perlu Pembangunan
Region_916,14.26,2.65,62.61,66.84,66.8,Perlu Pembangunan
Region_918,9.18,18.06,63.07,74.54,57.27,Perlu Pembangunan
Region_927,13.51,7.01,65.92,66.77,58.45,Perlu Pembangunan
Region_929,19.26,44.15,68.13,56.2,70.1,Perlu Pembangunan
Region_930,9.82,3.42,61.7,68.46,64.19,Perlu Pembangunan
Region_943,18.83,28.66,69.02,75.18,65.29,Perlu Pembangunan
Region_945,8.72,2.16,62.2,54.96,53.8,Perlu Pembangunan
Region_953,6.41,6.93,62.53,61.28,66.9,Perlu Pembangunan
Region_960,16.09,26.13,69.83,53.54,79.72,Perlu Pembangunan
Region_961,4.23,10.15,61.44,56.83,58.5,Perlu Pembangunan
Region_964,12.19,40.55,66.55,78.83,58.51,Perlu Pembangunan
Region_968,4.71,11.66,63.38,77.71,77.62,Perlu Pembangunan
Region_975,8.74,5.04,65.68,73.93,62.29,Perlu Pembangunan
Region_979,19.2,14.05,62.87,77.27,53.67,Perlu Pembangunan
Region_985,8.08,31.38,62.09,69.16,59.59,Perlu Pembangunan
Region_997,8.74,43.37,62.22,55.9,67.53,Perlu Pembangunan
Region_1005,14.79,11.91,65.87,55.6,65.9,Perlu Pembangunan
Region_1012,12.88,31.58,64.65,62.86,68.86,Perlu Pembangunan
Region_1013,17.12,9.47,60.6,66.15,71.05,Perlu Pembangunan
Region_1014,9.87,31.25,65.88,55.3,74.63,Perlu Pembangunan
Region_1015,6.35,7.29,61.15,79.89,73.87,Perlu Pembangunan
Region_1021,8.77,16.25,68.18,79.44,71.47,Perlu Pembangunan
Region_1023,19.65,13.41,61.54,66.54,68.57,Perlu Pembangunan
Region_1030,18.37,44.42,63.16,56.67,72.23,Perlu Pembangunan
Region_1032,10.43,40.74,65.8,76.24,53.4,Perlu Pembangunan
Region_1039,5.6,32.74,62.83,64.52,72.63,Perlu Pembangunan
Region_1046,13.46,19.26,62.36,78.31,77.0,Perlu Pembangunan
Region_1051,12.58,44.24,60.77,72.62,67.9,Perlu Pembangunan
Region_1053,5.71,27.71,64.39,59.23,53.61,Perlu Pembangunan
Region_1062,6.23,35.91,60.2,65.0,69.6,Perlu Pembangunan
Region_1064,11.55,25.61,68.51,53.97,53.17,Perlu Pembangunan
Region_1066,4.71,16.01,66.75,62.87,67.59,Perlu Pembangunan
Region_1076,19.68,11.96,66.11,76.87,61.3,Perlu Pembangunan
Region_1077,16.66,15.06,69.87,56.65,55.13,Perlu Pembangunan
Region_1085,17.29,18.04,64.48,69.39,75.82,Perlu Pembangunan
Region_1095,4.97,14.86,64.19,61.38,64.3,Perlu Pembangunan
Region_1097,16.56,32.21,63.19,75.39,71.54,Perlu Pembangunan
Region_1106,9.36,37.25,61.03,77.13,56.73,Perlu Pembangunan
Region_1112,12.82,17.57,65.52,54.88,78.95,Perlu Pembangunan
Region_1115,9.3,19.56,60.81,70.84,69.26,Perlu Pembangunan
Region_1123,17.09,31.55,67.1,59.67,76.65,Perlu Pembangunan
Region_1137,10.6,25.98,63.6,70.99,60.58,Perlu Pembangunan
Region_1139,11.1,23.13,63.37,58.1,55.49,Perlu Pembangunan
Region_1140,16.45,31.53,66.28,69.87,72.14,Perlu Pembangunan
Region_1141,16.3,12.45,63.04,59.85,67.0,Perlu Pembangunan
Region_1154,10.01,37.76,64.39,66.87,77.71,Perlu Pembangunan
Region_1157,8.41,41.01,64.82,65.37,79.39,Perlu Pembangunan
Region_1175,16.53,43.87,62.09,72.28,62.79,Perlu Pembangunan
Region_1176,14.81,31.25,68.15,71.5,71.6,Perlu Pembangunan
Region_1178,9.58,36.58,66.18,69.17,68.69,Perlu Pembangunan
Region_1187,18.65,44.32,69.88,56.06,53.06,Perlu Pembangunan
Region_1188,17.69,27.2,62.64,56.11,63.53,Perlu Pembangunan
Region_1191,16.17,6.25,63.76,66.77,56.74,Perlu Pembangunan
Region_1196,13.57,9.5,69.98,53.74,76.5,Perlu Pembangunan
Region_1199,12.22,13.95,69.75,57.31,69.46,Perlu Pembangunan
Region_1200,18.61,40.8,62.97,66.92,53.8,Perlu Pembangunan
Region_1201,18.56,12.68,68.79,68.53,74.98,Perlu Pembangunan
Region_1206,9.75,27.84,68.13,57.5,63.86,Perlu Pembangunan
Region_1214,7.12,39.64,67.57,63.36,73.06,Perlu Pembangunan
Region_1218,15.28,16.05,61.14,71.15,54.11,Perlu Pembangunan
Region_1222,18.36,11.25,67.5,74.45,71.48,Perlu Pembangunan
Region_1228,14.06,7.22,69.7,73.87,77.41,Perlu Pembangunan
Region_1229,7.15,21.12,69.82,63.98,54.19,Perlu Pembangunan
Region_1234,5.03,12.9,66.07,65.04,78.11,Perlu Pembangunan
Region_1247,7.05,39.93,69.36,53.36,74.73,Perlu Pembangunan
Region_1248,15.39,8.87,65.75,58.4,59.61,Perlu Pembangunan
Region_1255,12.04,28.13,61.96,62.7,72.01,Perlu Pembangunan
Region_1262,18.13,11.1,62.24,71.57,68.28,Perlu Pembangunan
Region_1264,12.95,24.33,66.51,79.38,75.67,Perlu Pembangunan
Region_1266,4.3,8.83,68.36,60.29,65.14,Perlu Pembangunan
Region_1275,11.81,31.09,62.45,56.42,57.88,Perlu Pembangunan
Region_1284,6.98,22.25,66.59,77.76,72.67,Perlu Pembangunan
Region_1288,18.06,19.79,64.22,69.41,74.78,Perlu Pembangunan
Region_1294,14.82,24.84,63.32,72.18,73.35,Perlu Pembangunan
Region_1305,5.02,25.78,66.84,57.64,63.26,Perlu Pembangunan
Region_1307,14.13,19.19,63.21,62.69,56.41,Perlu Pembangunan
Region_1309,16.37,11.62,66.87,71.58,69.98,Perlu Pembangunan
Region_1324,14.81,29.68,68.59,55.15,72.38,Perlu Pembangunan
Region_1325,10.18,23.56,66.73,60.97,69.33,Perlu Pembangunan
Region_1332,14.11,32.59,61.86,74.98,74.65,Perlu Pembangunan
Region_1333,16.54,18.02,69.94,69.66,61.85,Perlu Pembangunan
Region_1344,14.74,30.24,61.05,72.38,54.45,Perlu Pembangunan
Region_1351,11.76,26.95,68.03,68.1,64.38,Perlu Pembangunan
Region_1353,13.63,21.31,62.88,53.99,77.95,Perlu Pembangunan
Region_1357,10.94,12.18,61.04,78.87,64.82,Perlu Pembangunan
Region_1363,15.63,7.11,60.11,59.93,58.43,Perlu Pembangunan
Region_1366,17.45,42.23,63.36,66.9,72.97,Perlu Pembangunan
Region_1368,9.6,4.44,68.19,73.81,76.99,Perlu Pembangunan
Region_1373,9.59,15.7,65.61,73.42,70.12,Perlu Pembangunan
Region_1380,17.15,39.46,65.97,70.83,79.9,Perlu Pembangunan
Region_1382,11.48,42.23,65.68,74.49,73.8,Perlu Pembangunan
Region_1385,12.73,43.08,67.25,76.55,59.92,Perlu Pembangunan
Region_1389,17.28,3.21,64.42,73.29,60.35,Perlu Pembangunan
Region_1390,14.28,44.51,63.96,56.23,71.14,Perlu Pembangunan
Region_1397,10.56,26.54,62.81,72.27,72.66,Perlu Pembangunan
Region_1400,9.89,6.26,61.41,79.65,78.96,Perlu Pembangunan
Region_1402,7.56,11.36,65.0,72.52,57.38,Perlu Pembangunan
Region_1407,11.91,34.3,62.34,59.8,73.01,Perlu Pembangunan
Region_1410,18.75,9.88,63.94,64.85,71.78,Perlu Pembangunan
Region_1425,13.81,9.04,64.16,56.34,78.22,Perlu Pembangunan
Region_1427,9.17,3.51,62.42,79.94,77.16,Perlu Pembangunan
Region_1430,16.6,18.98,66.44,62.26,59.13,Perlu Pembangunan
Region_1437,5.99,17.84,66.5,74.21,74.8,Perlu Pembangunan
Region_1453,12.92,27.24,69.84,54.46,68.97,Perlu Pembangunan
Region_1455,11.66,9.77,60.72,75.09,73.84,Perlu Pembangunan
Region_1459,8.84,26.95,64.5,53.2,64.43,Perlu Pembangunan
Region_1469,4.85,16.54,62.55,71.88,70.28,Perlu Pembangunan
Region_1476,8.11,18.08,62.75,57.45,66.34,Perlu Pembangunan
Region_1493,19.49,17.58,63.79,54.97,63.79,Perlu Pembangunan
Region_1502,4.9,36.13,66.25,68.5,58.37,Perlu Pembangunan
Region_1512,16.21,2.44,63.81,66.79,56.68,Perlu Pembangunan
Region_1517,9.24,44.32,61.37,75.9,74.11,Perlu Pembangunan
Region_1524,13.4,16.53,61.01,57.91,74.78,Perlu Pembangunan
Region_1526,4.27,42.78,60.68,57.06,65.02,Perlu Pembangunan
Region_1537,4.67,12.26,69.44,53.11,69.76,Perlu Pembangunan
Region_1546,14.61,6.19,67.2,64.99,76.76,Perlu Pembangunan
Region_1547,15.07,26.15,67.39,68.27,69.01,Perlu Pembangunan
Region_1552,17.13,44.47,63.98,64.1,69.76,Perlu Pembangunan
Region_1555,9.4,13.27,65.02,70.82,76.1,Perlu Pembangunan
Region_1562,13.23,17.04,67.63,59.82,71.83,Perlu Pembangunan
Region_1567,8.23,9.6,69.28,71.99,57.85,Perlu Pembangunan
Region_1574,14.43,20.93,66.46,71.76,71.09,Perlu Pembangunan
Region_1576,16.56,43.25,65.53,74.11,64.77,Perlu Pembangunan
Region_1578,17.38,9.73,66.08,62.53,61.49,Perlu Pembangunan
Region_1588,18.01,30.07,62.13,77.13,66.59,Perlu Pembangunan
Region_1597,16.68,20.15,62.58,58.15,55.17,Perlu Pembangunan
Region_1599,16.88,2.94,63.86,72.66,73.04,Perlu Pembangunan
Region_1607,14.92,26.28,65.43,61.21,73.24,Perlu Pembangunan
Region_1617,16.09,18.42,69.05,71.08,63.19,Perlu Pembangunan
Region_1621,6.81,5.56,67.33,71.97,54.35,Perlu Pembangunan
Region_1635,15.0,27.65,65.35,54.6,58.19,Perlu Pembangunan
Region_1646,19.77,26.33,66.26,75.39,71.64,Perlu Pembangunan
Region_1649,8.04,19.83,66.95,74.66,70.97,Perlu Pembangunan
Region_1655,15.69,42.37,62.31,73.8,66.2,Perlu Pembangunan
Region_1662,7.51,26.71,66.92,73.27,65.41,Perlu Pembangunan
Region_1667,6.18,3.2,65.09,53.67,66.14,Perlu Pembangunan
Region_1672,10.18,37.52,69.68,57.13,62.39,Perlu Pembangunan
Region_1681,17.6,29.44,66.01,57.41,55.67,Perlu Pembangunan
Region_1682,8.54,40.62,62.19,69.17,61.46,Perlu Pembangunan
Region_1690,12.6,37.83,68.26,69.19,61.27,Perlu Pembangunan
Region_1693,11.37,38.04,63.16,74.46,63.18,Perlu Pembangunan
Region_1702,13.82,4.57,68.4,68.51,68.07,Perlu Pembangunan
Region_1711,5.45,34.75,62.56,61.03,78.2,Perlu Pembangunan
Region_1719,16.91,4.0,66.39,79.56,56.42,Perlu Pembangunan
Region_1720,15.2,32.71,61.07,71.76,64.03,Perlu Pembangunan
Region_1727,11.58,34.35,62.31,55.45,69.58,Perlu Pembangunan
Region_1730,13.34,30.56,65.4,72.5,54.35,Perlu Pembangunan
Region_1734,10.93,13.11,61.24,76.61,75.28,Perlu Pembangunan
Region_1735,15.09,6.21,65.39,57.6,75.22,Perlu Pembangunan
Region_1756,15.87,18.0,62.57,68.88,65.9,Perlu Pembangunan
Region_1758,16.28,14.79,61.84,73.11,76.82,Perlu Pembangunan
Region_1760,18.47,13.49,68.71,59.0,59.52,Perlu Pembangunan
Region_1764,12.11,11.79,66.71,72.49,79.52,Perlu Pembangunan
Region_1769,11.11,35.19,66.01,61.17,57.0,Perlu Pembangunan
Region_1774,15.33,21.17,60.75,55.31,68.45,Perlu Pembangunan
Region_1783,8.98,30.37,61.01,60.72,54.51,Perlu Pembangunan
Region_1800,9.73,11.27,64.46,75.87,54.57,Perlu Pembangunan
Region_1801,18.64,36.45,69.82,75.91,56.14,Perlu Pembangunan
Region_1804,12.4,31.07,67.34,79.07,75.68,Perlu Pembangunan
Region_1818,16.5,26.04,65.22,68.81,55.42,Perlu Pembangunan
Region_1820,12.18,39.36,69.49,67.59,60.07,Perlu Pembangunan
Region_1823,11.97,39.08,65.09,68.4,75.46,Perlu Pembangunan
Region_1828,13.14,42.98,68.88,62.47,71.26,Perlu Pembangunan
Region_1829,10.94,13.02,60.22,60.61,76.02,Perlu Pembangunan
Region_1833,16.54,27.79,63.47,62.6,65.26,Perlu Pembangunan
Region_1849,17.89,41.23,62.54,62.92,67.09,Perlu Pembangunan
Region_1851,10.75,4.28,65.85,54.94,72.47,Perlu Pembangunan
Region_1857,18.32,30.45,66.89,55.75,70.43,Perlu Pembangunan
Region_1858,6.68,41.17,63.49,71.2,70.64,Perlu Pembangunan
Region_1867,4.14,10.88,64.61,70.11,74.7,Perlu Pembangunan
Region_1868,11.42,16.73,68.95,70.27,77.33,Perlu Pembangunan
Region_1872,7.67,4.22,66.38,61.61,70.04,Perlu Pembangunan
Region_1877,18.96,38.47,65.97,62.25,60.44,Perlu Pembangunan
Region_1879,18.72,26.94,67.42,53.68,53.68,Perlu Pembangunan
Region_1885,19.37,38.02,67.12,77.97,73.87,Perlu Pembangunan
Region_1887,5.02,13.53,66.51,75.14,63.82,Perlu Pembangunan
Region_1905,13.2,42.46,68.47,68.01,60.17,Perlu Pembangunan
Region_1906,19.15,33.3,61.2,73.48,55.28,Perlu Pembangunan
Region_1907,15.48,9.46,64.61,63.59,53.39,Perlu Pembangunan
Region_1909,8.91,10.93,65.34,79.71,72.28,Perlu Pembangunan
Region_1914,16.5,6.43,61.07,67.47,61.31,Perlu Pembangunan
Region_1917,11.17,13.38,68.6,73.6,68.25,Perlu Pembangunan
Region_1925,6.41,34.93,64.04,63.78,72.92,Perlu Pembangunan
Region_1933,7.66,15.33,67.77,73.88,73.43,Perlu Pembangunan
Region_1937,8.68,14.28,69.57,64.44,55.05,Perlu Pembangunan
Region_1952,13.9,37.7,67.94,67.4,61.62,Perlu Pembangunan
Region_1957,6.53,16.81,66.86,61.43,79.39,Perlu Pembangunan
Region_1963,14.64,28.78,62.82,75.2,56.57,Perlu Pembangunan
Region_1973,17.45,41.76,67.34,72.59,73.27,Perlu Pembangunan
Region_1979,7.28,21.69,69.04,59.97,76.99,Perlu Pembangunan
Region_1988,4.12,38.38,64.93,74.87,58.15,Perlu Pembangunan
Region_1991,6.77,42.33,61.26,58.95,66.57,Perlu Pembangunan
Region_1994,9.47,22.22,62.13,53.89,57.1,Perlu Pembangunan
Region_2012,14.87,18.87,62.97,56.65,57.89,Perlu Pembangunan
Region_2014,12.13,17.76,65.77,78.73,64.54,Perlu Pembangunan
Region_2015,10.56,20.54,69.23,63.3,64.48,Perlu Pembangunan
Region_2022,14.09,22.97,61.71,72.22,60.38,Perlu Pembangunan
Region_2028,7.76,13.3,68.93,57.93,69.14,Perlu Pembangunan
Region_2032,12.16,26.95,64.21,77.3,70.46,Perlu Pembangunan
Region_2045,17.13,42.65,61.71,74.62,77.98,Perlu Pembangunan
Region_2047,12.33,28.89,68.26,71.31,53.62,Perlu Pembangunan
Simeulue,14.28,17.92,68.06,63.72,67.59,Perlu Pembangunan
Aceh Selatan,14.7,12.1,68.44,62.94,66.78,Perlu Pembangunan
Aceh Timur,13.07,13.39,69.32,67.14,71.1,Perlu Pembangunan
Aceh Barat Daya,13.67,15.43,68.07,63.6,67.46,Perlu Pembangunan
Gayo Lues,14.34,18.82,68.93,64.02,67.91,Perlu Pembangunan
Kota Subulussalam,15.06,16.41,67.1,62.54,66.37,Perlu Pembangunan
Nias,13.3,15.1,64.56,68.42,72.35,Perlu Pembangunan
Mandailing Natal,13.86,8.86,68.56,61.62,65.42,Perlu Pembangunan
Nias Selatan,12.78,16.39,64.12,67.65,71.6,Perlu Pembangunan
Pakpak Bharat,13.9,7.54,69.58,64.98,68.91,Perlu Pembangunan
Nias Utara,13.36,21.79,64.64,68.32,72.26,Perlu Pembangunan
Nias Barat,12.98,22.81,63.7,68.03,71.98,Perlu Pembangunan
Kepulauan Mentawai,12.9,13.72,63.13,63.22,67.7,Perlu Pembangunan
Sijunjung,12.72,5.88,69.65,65.09,69.4,Perlu Pembangunan
Pasaman,13.25,6.8,68.13,66.34,70.33,Perlu Pembangunan
Indragiri Hilir,12.2,5.64,67.98,66.68,70.65,Perlu Pembangunan
Kepulauan Meranti,12.86,22.98,67.28,66.47,70.45,Perlu Pembangunan
Tanjung Jabung Timur,12.2,10.85,66.65,65.05,68.99,Perlu Pembangunan
Tanjung Jabung Barat,12.67,9.79,69.35,66.74,70.71,Perlu Pembangunan
Ogan Komering Ilir,11.97,13.15,68.65,67.38,71.34,Perlu Pembangunan
Lahat,12.44,15.0,69.1,64.96,68.89,Perlu Pembangunan
Musi Rawas,12.22,14.13,68.26,67.01,70.98,Perlu Pembangunan
Musi Banyuasin,12.31,14.9,69.17,67.58,71.54,Perlu Pembangunan
Banyu Asin,12.09,9.58,68.65,67.83,71.78,Perlu Pembangunan
Ogan Komering Ulu Selatan,11.79,10.36,66.67,65.94,69.92,Perlu Pembangunan
Ogan Ilir,12.41,13.28,68.76,64.43,68.33,Perlu Pembangunan
Empat Lawang,12.1,11.8,66.68,63.84,67.72,Perlu Pembangunan
Penukal Abab Lematang Ilir,12.49,10.91,66.64,67.03,71.0,Perlu Pembangunan
Musi Rawas Utara,11.7,18.26,66.6,64.46,68.37,Perlu Pembangunan
Kaur,13.14,17.83,68.38,65.34,69.3,Perlu Pembangunan
Seluma,13.32,18.0,68.27,66.4,70.38,Perlu Pembangunan
Mukomuko,12.86,10.76,69.97,65.37,69.33,Perlu Pembangunan
Lebong,12.9,11.15,68.71,62.07,65.88,Perlu Pembangunan
Kepahiang,13.14,14.12,69.6,66.52,70.5,Perlu Pembangunan
Bengkulu Tengah,13.46,9.4,68.99,66.58,70.56,Perlu Pembangunan
Lampung Barat,12.29,11.17,69.11,66.19,70.17,Perlu Pembangunan
Tanggamus,12.31,10.52,67.86,67.3,71.26,Perlu Pembangunan
Lampung Selatan,12.64,12.79,69.63,68.05,71.99,Perlu Pembangunan
Lampung Utara,12.55,17.17,68.95,67.91,71.85,Perlu Pembangunan
Way Kanan,12.43,11.02,68.63,67.99,71.93,Perlu Pembangunan
Pesawaran,12.62,12.89,67.67,67.81,71.76,Perlu Pembangunan
Mesuji,11.81,6.73,65.64,66.81,70.78,Perlu Pembangunan
Tulang Bawang Barat,12.1,7.25,67.81,68.5,72.44,Perlu Pembangunan
Pesisir Barat,12.14,13.49,66.0,62.43,66.25,Perlu Pembangunan
Bangka Selatan,11.59,3.11,68.51,67.05,71.2,Perlu Pembangunan
